job_id,potential_skill_entity,context_sentence
41,Project Managers,This multifaceted position involves directly managing customer projects and leading a team of regional Project Managers.
41,Professional Services,"Furthermore, you will work closely with the Director of Professional Services, contributing to the department's strategic initiatives."
41,ERP,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,CRM,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,PMI,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,Azure DevOps,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,Bachelor,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,Fluent,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,English,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,PMP,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,PRINCE2,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
41,trainings & courses,"related certifications, paid trainings & courses) Hybrid work model You don’t match the description 100%?"
41,CV,(please submit your CV in English)
41,English,(please submit your CV in English)
41,Auditdata,Auditdata is a proud Danish company that delivers software-as-a-service (SaaS) and hardware solutions to audiologists and hearing clinics.
41,Danish,Auditdata is a proud Danish company that delivers software-as-a-service (SaaS) and hardware solutions to audiologists and hearing clinics.
41,SaaS,Auditdata is a proud Danish company that delivers software-as-a-service (SaaS) and hardware solutions to audiologists and hearing clinics.
42,Scandinavian,"Join an exceptional, cross-functional team committed to driving sustainable change and strengthening our solutions-driven approach in the Scandinavian market."
42,Scandinavian,"Your mission: Leverage market and product insights to build strong supplier relationships, optimize our product portfolio, and drive sustainable growth in the Scandinavian region."
42,Rest of EMEA,"You will analyse market trends within our strategic verticals, using these insights to shape and execute go-to-market supplier plans that align with our Rest of EMEA (RoE) strategy."
42,RoE,"You will analyse market trends within our strategic verticals, using these insights to shape and execute go-to-market supplier plans that align with our Rest of EMEA (RoE) strategy."
42,RoE,A key part of your role will involve working closely with RoE supplier marketing to create and implement a customer- and supplier-centric plan that supports sales targets.
42,the Single Point of Contact,"As the Single Point of Contact for a number of suppliers in RoE, you will strive to create synergies and harmonization wherever possible."
42,RoE,"As the Single Point of Contact for a number of suppliers in RoE, you will strive to create synergies and harmonization wherever possible."
42,VAS,"Acting as the key link between sales, marketing, VAS, and suppliers, you will help build a structured sales and support calendar to support the transition toward a more technical solution-selling organization."
42,MRO,"If you have the following skills and experience, we want to hear from you: Strong commercial acumen with a strategic mindset Analytical skills and a data-driven approach to decision-making Excellent negotiation skills with the ability to build and maintain strong supplier relationships Experience in the industrial sector, manufacturing, or the MRO market Background in product or category management Fluency in English and one of the Scandinavian languages is required for effective collaboration across the region The Extras You’ll Get At our company, we believe in rewarding your hard work and dedication."
42,English,"If you have the following skills and experience, we want to hear from you: Strong commercial acumen with a strategic mindset Analytical skills and a data-driven approach to decision-making Excellent negotiation skills with the ability to build and maintain strong supplier relationships Experience in the industrial sector, manufacturing, or the MRO market Background in product or category management Fluency in English and one of the Scandinavian languages is required for effective collaboration across the region The Extras You’ll Get At our company, we believe in rewarding your hard work and dedication."
42,Scandinavian,"If you have the following skills and experience, we want to hear from you: Strong commercial acumen with a strategic mindset Analytical skills and a data-driven approach to decision-making Excellent negotiation skills with the ability to build and maintain strong supplier relationships Experience in the industrial sector, manufacturing, or the MRO market Background in product or category management Fluency in English and one of the Scandinavian languages is required for effective collaboration across the region The Extras You’ll Get At our company, we believe in rewarding your hard work and dedication."
42,"Environment, Social and Governance (ESG","We’ll also invest in your development and wellbeing – because building a more diverse and inclusive culture, being ethical, responsible and committed to our Environment, Social and Governance (ESG) action plan is at the heart of everything we do."
43,Rovio,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
43,SEGA,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
43,IP Angry Birds,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
43,Rovio,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
43,Collaborating,Collaborating closely with our designer and analyst to refine and improve the game experience.
43,Excel,Proficiency in using Excel and SQL to analyze large datasets of game data.
43,CV,Please send your CV in English.
43,English,Please send your CV in English.
43,Rovio,"At Rovio, we are also committed to providing reasonable accommodations for qualified individuals with disabilities or conditions in our working environment and job application procedures."
43,Rovians,"What to expect when you join us Meet the Rovians Hiring process at Rovio Diversity, Equity and Inclusion at Rovio"
43,"Rovio
Diversity, Equity and Inclusion","What to expect when you join us Meet the Rovians Hiring process at Rovio Diversity, Equity and Inclusion at Rovio"
43,Rovio,"What to expect when you join us Meet the Rovians Hiring process at Rovio Diversity, Equity and Inclusion at Rovio"
44,SaaS,Are you ready to craft compelling product stories and drive impactful messaging at one of the fastest-growing SaaS companies?
44,Europe,"Join us and be part of a Product Marketing team of highly driven, motivated people The opportunity and what we offer Formalize is on a scaling journey with significant traction across Europe."
44,Product Communication,"We’re hiring a Product Communication Manager to take ownership of product updates, customer-facing content, and upcoming product pages."
44,Canny,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,Formalize.com,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,Risk Management,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,Incident Management,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,Third-Party Supplier Management,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,Customer Success,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,English,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,Danish,"Write clear and engaging product updates and roadmap posts in Canny Own and maintain upcoming product pages on Formalize.com — including content for Risk Management, Incident Management, and Third-Party Supplier Management Collaborate with Product Marketing, Product, and Customer Success teams to ensure content is consistent and easy to use Own and maintain the customer-facing Help Center, including new articles and updates Create short videos, gifs, or visuals to help customers understand new functionality Qualifications and about you Experience writing product updates, support content, or user education materials Skilled at translating technical detail into user-friendly language Organized and self-motivated, with experience managing content workflows Confident in tools like Canny and Loom or eager to learn them You enjoy being helpful and take pride in content that makes a difference Fluent in English, Danish is a plus, but not required About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
44,European,"Currently, we have a team of more than 140 people from 13 nationalities operating in multiple European markets."
44,SaaS,We are one of the fastest-growing SaaS scale-ups.
44,Fit,"We want to hire a colleague who thrives and flourishes with us, and therefore, we are looking for an employee who will be a good fit with Formalize to Fit between the person and work tasks Fit between the person and the colleagues in the team"
44,Fit,"We want to hire a colleague who thrives and flourishes with us, and therefore, we are looking for an employee who will be a good fit with Formalize to Fit between the person and work tasks Fit between the person and the colleagues in the team"
44,Fit,"Fit between the person and the management We know that when this is staged optimally, you thrive and succeed much better in your job."
44,Talent Acquisition,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
44,Product Marketing,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
44,CMO,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
44,Talent Acquisition,"For more information or questions, please contact our Talent Acquisition team."
45,"DRTV

Vil du være med til",DR søger en Lead Product Manager til at udvikle fremtidens DRTV  Vil du være med til at drive udviklingen af DRTV – alle danskeres streamingtjeneste?
45,af DRTV,DR søger en Lead Product Manager til at udvikle fremtidens DRTV  Vil du være med til at drive udviklingen af DRTV – alle danskeres streamingtjeneste?
45,som indfrier brugernes forventninger,"Og drømmer du om at skabe et digitalt produkt, som indfrier brugernes forventninger?  Som Lead Product Manager står du i spidsen for udviklingen af DRTV på tværs af platforme og bidrager til, at DR arbejder mod fælles mål for DRTV."
45,af DRTV på,"Og drømmer du om at skabe et digitalt produkt, som indfrier brugernes forventninger?  Som Lead Product Manager står du i spidsen for udviklingen af DRTV på tværs af platforme og bidrager til, at DR arbejder mod fælles mål for DRTV."
45,DR arbejder,"Og drømmer du om at skabe et digitalt produkt, som indfrier brugernes forventninger?  Som Lead Product Manager står du i spidsen for udviklingen af DRTV på tværs af platforme og bidrager til, at DR arbejder mod fælles mål for DRTV."
45,DRTV,"Og drømmer du om at skabe et digitalt produkt, som indfrier brugernes forventninger?  Som Lead Product Manager står du i spidsen for udviklingen af DRTV på tværs af platforme og bidrager til, at DR arbejder mod fælles mål for DRTV."
45,redaktører og,"delivery managers, udviklingsteams, analytikere, redaktører og indholdsproducenter for at skabe en enestående brugeroplevelse for danske streamere."
45,danske streamere,"delivery managers, udviklingsteams, analytikere, redaktører og indholdsproducenter for at skabe en enestående brugeroplevelse for danske streamere."
45,Du bliver en del af,"Du bliver en del af afdelingen Product Management, der er kendetegnet ved en stor digital faglighed, uformel tone, et stærkt samarbejde med fokus på feedback og udvikling, samt en klar fælles ambition om at få DR til at lykkes med at levere public service digitalt."
45,Product Management,"Du bliver en del af afdelingen Product Management, der er kendetegnet ved en stor digital faglighed, uformel tone, et stærkt samarbejde med fokus på feedback og udvikling, samt en klar fælles ambition om at få DR til at lykkes med at levere public service digitalt."
45,med fokus på feedback og udvikling,"Du bliver en del af afdelingen Product Management, der er kendetegnet ved en stor digital faglighed, uformel tone, et stærkt samarbejde med fokus på feedback og udvikling, samt en klar fælles ambition om at få DR til at lykkes med at levere public service digitalt."
45,samt en klar,"Du bliver en del af afdelingen Product Management, der er kendetegnet ved en stor digital faglighed, uformel tone, et stærkt samarbejde med fokus på feedback og udvikling, samt en klar fælles ambition om at få DR til at lykkes med at levere public service digitalt."
45,med DRTV,"Organisering  Product Management er organisatorisk placeret i DR Teknologi og består af otte product managere, heraf to der arbejder med DRTV, tre konsulenter og en produktanalytiker."
45,DRTV,"Arbejdet med DR’s digitale produkter er forankret i fire produktgrupper: DRTV, DR LYD, dr.dk og børneapps."
45,dr.dk og,"Arbejdet med DR’s digitale produkter er forankret i fire produktgrupper: DRTV, DR LYD, dr.dk og børneapps."
45,understøtte implementeringen af DR’s,Produktgrupperne har til opgave at understøtte implementeringen af DR’s virksomhedsstrategi ved at varetage den løbende udvikling af DR’s digitale produktportefølje.
45,derfor en helt central rolle,Product Management indgår i formandskabet for produktgrupperne og spiller derfor en helt central rolle
45,digitale omstilling og,i DR’s digitale omstilling og i at sikre den løbende fremdrift i produktgruppernes arbejde.
45,af hele DR,og sker i tæt dialog med samarbejdspartnere på tværs af hele DR.
45,sikre,"Opgaver og ansvar  Som Lead Product Manager bliver dit ansvar at sikre, at DRTV opfylder brugerbehov, forretningsmål og markedskrav."
45,DRTV,"Opgaver og ansvar  Som Lead Product Manager bliver dit ansvar at sikre, at DRTV opfylder brugerbehov, forretningsmål og markedskrav."
45,"brugerbehov, forretningsmål og markedskrav","Opgaver og ansvar  Som Lead Product Manager bliver dit ansvar at sikre, at DRTV opfylder brugerbehov, forretningsmål og markedskrav."
45,Udvikle,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
45,DRTV,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
45,Udarbejde og,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
45,DRTV,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
45,af det,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
